"","area_id","representativeness_norm","h_items","h_items_norm","f_beer_jan","f_beer_feb","f_beer_mar","f_beer_apr","f_beer_may","f_beer_jun","f_beer_jul","f_beer_aug","f_beer_sep","f_beer_oct","f_beer_nov","f_beer_dec"
"38","E01000067",0.173847613834745,3.27247273903993,0.800612229673235,0.00560642870491497,0.00853932584269663,0.00667302192564347,0.00652494211744896,0.00735835172921266,0.010606363818291,0.0131683958499601,0.0070874861572536,0.00894749234753944,0.00747295968534907,0.0071301247771836,0.0100830367734282
"39","E01000068",0.246742333239814,3.29445854871421,0.805991069928954,0.0110820068506951,0.0231971759959657,0.00962978814466082,0.0236539761207479,0.0232464929859719,0.0147722609766106,0.0206276058810621,0.0169058384116375,0.0091324200913242,0.00665041010862336,0.00671487603305785,0.019183750235095
"40","E01000069",0.19898979185242,3.23956243140695,0.792560705069548,0.00397735964509714,0.00296782255545142,0.00397310513447433,0.00425392670157068,0.012822469851931,0.00550884314293998,0.0105066206102476,0.00565463244889082,0.00884186113929555,0.00386219681754982,0.0065490267418592,0.0091293993119873
"41","E01000070",0.185937384592308,3.21993104885039,0.787757876684556,0.00223622687538118,0.00518031480374577,0.00464943276920216,0.00857507754059478,0.00535135896352626,0.00399923824033517,0.00974140984767977,0.00998463901689708,0.00547556276617319,0.00452567449956484,0.005,0.00926059904500072
"42","E01000071",0.205398608725504,3.23246715055903,0.790824840763625,0.00160556596200161,0.00161550888529887,0.00514905149051491,0.00436742744435052,0.00669313669880885,0.00595963700392794,0.0101958058162438,0.00677836040414375,0.00546067154641571,0.0047357926221336,0.0025609756097561,0.00708502024291498
"43","E01000072",0.112239682241466,3.26419483361162,0.798587035622595,0.0106221547799697,0.00732064421669107,0.0165238678090575,0.0134762633996937,0.0167328417470221,0.0193753614806246,0.0185348631950574,0.00862354892205638,0.0143003064351379,0.0169555388093444,0.00977198697068404,0.0113913751017087
"44","E01000073",0.134107655726065,3.21162860023894,0.785726678130856,0.00363997352746525,0.00857449088960343,0.00958861738323539,0.0139082058414465,0.0138754436915134,0.00859375,0.00666666666666667,0.0137594318686196,0.0144128868164476,0.00749665327978581,0.0179197506817296,0.0127645280483708
"45","E01000074",0.132416257945668,3.29581139232657,0.80632204385212,0.00417101147028154,0.00840015273004964,0.00906125407756434,0.00688537869582827,0.00906344410876133,0.0156678417547983,0.0122699386503067,0.00873563218390805,0.0120307988450433,0.00589970501474926,0.00251256281407035,0.0198634388578523
"46","E01000075",0.116508371236365,3.19650124769324,0.782025763129736,0.00722610722610723,0.00527565286204168,0.00551516670844823,0.00637450199203187,0.011153245594468,0.0104325699745547,0.00758341759352882,0.00441696113074205,0.01003861003861,0.0062047569803516,0.00518731988472622,0.0103553777359379
"47","E01000076",0.109278593163349,3.26418857350532,0.798585504084196,0.00751072961373391,0.00883327199116673,0.00807808818579603,0.0149911816578483,0.0157771064115475,0.00798258345428157,0.00991792065663475,0.0171198388721047,0.0100115517905275,0.00519987000324992,0.00565610859728507,0.0110667076544728
"48","E01000080",0.091332289110346,3.3327289900914,0.815353954158989,0.00876168224299065,0.00744047619047619,0.0048205677557579,0.0106508875739645,0.0124826629680999,0.0249520153550864,0.0134146341463415,0.00525279054497702,0.0160583941605839,0.00973782771535581,0.0112179487179487,0.00867553499132447
"49","E01000081",0.0948443180646888,3.28774714705589,0.804349121874874,0.00825309491059147,0.0044543429844098,0.00401284109149278,0.00654664484451719,0.0068073519400953,0.0121951219512195,0.021724372029871,0.0168374816983895,0.0101960784313725,0.00899550224887556,0.0114135206321334,0.0168644597126796
"50","E01000090",0.08902892747434,3.23212340658796,0.790740743614751,0.00878155872667398,0.00451212633953751,0.00646651270207852,0.0172244094488189,0.00734618916437098,0.0119916579770594,0.0113708149084018,0.00438917337234821,0.00384615384615385,0.00540123456790123,0.00273224043715847,0.0124816446402349
"51","E01000091",0.106440763484866,3.21818474409603,0.787330642279698,0.00429031104755095,0.00512820512820513,0.00453808752025932,0.00434216239687364,0.0111073712554695,0.00601202404809619,0.012909632571996,0.0111731843575419,0.00751314800901578,0.0072337962962963,0.00546097012528108,0.0125
"52","E01000092",0.183456301795338,3.3022534084112,0.807898086579561,0.00823823350665136,0.0106834479730719,0.0106304245441701,0.0146690518783542,0.0171884591774095,0.0150913940024719,0.0114980947924326,0.0151634360918389,0.0132910956545692,0.0125889436234264,0.0120168388825105,0.0189041775133259
"53","E01000094",0.130017193462501,3.29421769091884,0.805932143938744,0.0125507567368032,0.00445717924227953,0.00819672131147541,0.0074002574002574,0.0103008945513689,0.0107758620689655,0.0163727959697733,0.0140737923164701,0.00973618090452261,0.00871080139372822,0.00790649707803369,0.00516478111165765
"54","E01000095",0.122991112262576,2.95413048726416,0.722729625197156,0.00538668718737976,0.00354924578527063,0.00166840458811262,0.00315126050420168,0.00346287033474413,0.0032979976442874,0.0116398493666553,0.00721336370539104,0.00845410628019324,0.00157068062827225,0.00266260935717003,0.00964320154291225
"55","E01000096",0.109930915287378,3.25293315125661,0.79583185892928,0.00296540362438221,0.00292275574112735,0.00475059382422803,0.00398406374501992,0.00722588752748979,0.00492753623188406,0.0110453648915187,0.0038957147138148,0.00355182434614143,0.00249465431218817,0.00137111517367459,0.00374855824682814
"56","E01000098",0.115469636622599,3.28883467045132,0.804615185063133,0.00500277932184547,0.00427872860635697,0.00196656833824975,0.00707675557974959,0.00544365813826892,0.00183823529411765,0.0066815144766147,0.00741656365883807,0.00334224598930481,0.00424242424242424,0.000655737704918033,0.0127538970240907
"57","E01000099",0.146822185501834,3.24734842164134,0.794465551801319,0.00840336134453781,0.00346470333477696,0.0051764705882353,0.012970168612192,0.013986013986014,0.0225653206650831,0.0138133110087903,0.0113314447592068,0.00962800875273523,0.00206100577081616,0.00593607305936073,0.00221141088014153
"58","E01000102",0.143277599623803,3.29847259694577,0.806973109004894,0.0305647840531562,0.0233918128654971,0.028052805280528,0.0254609306409131,0.0178137651821862,0.0130068859984698,0.0197368421052632,0.0114832535885167,0.0105820105820106,0.0136882129277567,0.0100083402835696,0.017585931254996
"59","E01000104",0.0877755723499961,3.31390037307626,0.810747522798898,0.03559510567297,0.0351699882766706,0.0247383444338725,0.0305343511450382,0.0170940170940171,0.0293785310734463,0.0569196428571428,0.0878754171301446,0.0478048780487805,0.0215568862275449,0.0512223515715949,0.0511811023622047
"60","E01000105",0.0886540246350245,3.2749226082285,0.801211591498338,0.0063441712926249,0.00173160173160173,0.00324675324675325,0.0110619469026549,0.0110091743119266,0.00957701516360734,0.00695047784535187,0.0072926162260711,0.00484496124031008,0.00759301442672741,0.00966702470461869,0.0155763239875389
"61","E01000107",0.123498478093114,3.28076061371441,0.802639862705354,0.0275771503611294,0.00353107344632768,0.0203303684879288,0.00726216412490922,0.00555555555555556,0.00963855421686747,0.00633312222925903,0.0116279069767442,0.0123361603700848,0.00773395204949729,0.00203252032520325,0.00556438791732909
"62","E01000109",0.135567346764298,3.16473659750623,0.77425452424129,0.000442869796279894,0.00188590287600189,0.00235294117647059,0.00755754036413603,0.011144883485309,0.00743931088488645,0.0158793171893609,0.00816023738872404,0.00744805958447668,0.00556586270871985,0.00286669851887243,0.00953107129241327
"63","E01000111",0.0850715925804435,3.25408817197906,0.796114435375185,0.00336417157275021,0.00256629597946963,0.00222882615156018,0.00953778429933969,0.00705882352941177,0.00842911877394636,0.0195503421309873,0.00684345594525235,0.0200160128102482,0.0183639398998331,0.0432098765432099,0.00884955752212389
"64","E01000115",0.292766619494879,3.15447371555961,0.771743704609354,0.00299832094027345,0.00639023004828174,0.00503841793676786,0.00865028147741315,0.00794232649071359,0.00944170771756979,0.00815967863419533,0.00548446069469835,0.0102347161572052,0.00746268656716418,0.00520833333333333,0.0111984751012628
"65","E01000116",0.275661675774703,3.20588555518538,0.784321639045094,0.00502801321649188,0.00769604666234608,0.0101690060154683,0.0149495544590912,0.0172851700296317,0.0148021190401994,0.0134517083669626,0.0173774270768685,0.0121065375302663,0.016025641025641,0.0129490392648287,0.0168148148148148
"66","E01000117",0.30231988672071,3.20330622453256,0.783690604402578,0.0061325531675481,0.0068804594950341,0.0077742585660812,0.0120989265168139,0.0106112054329372,0.0123484891595061,0.016459951315637,0.0128627755154806,0.010724829788516,0.00925649447596297,0.0104425342247692,0.013601618705036
"67","E01000118",0.319172414577268,3.22758685069503,0.789630872756196,0.0131133671742809,0.0157856815353377,0.0180861558697797,0.0239292622271346,0.0196997629707664,0.0217977528089888,0.031768187147563,0.0244421514252547,0.0166288273915445,0.0202330243046855,0.0173501577287066,0.0245040151157298
"68","E01000119",0.243924685689389,3.19564548232359,0.781816399668126,0.00659662838993403,0.0114332380563495,0.00692866878691504,0.0178110480123903,0.0120552434456929,0.0133115659927163,0.0192926045016077,0.0151909128233201,0.0121081662854837,0.0131016411529444,0.0107734806629834,0.0112264606470304
"69","E01000120",0.303055183958819,3.15177575626535,0.771083647405399,0.0134808853118712,0.0125242928093284,0.0147167034584253,0.0273546782716817,0.0233078500839083,0.0200223505308251,0.0235260770975057,0.0207008086253369,0.0171669703653975,0.0143495445952913,0.0103720620420592,0.0139763609697179
"70","E01000121",0.274133860039398,3.22756616639077,0.789625812329947,0.00638333613304216,0.00569040633057704,0.0171740192088556,0.0116038126813096,0.0152481717753229,0.0115958481998054,0.0107374729482271,0.0132730595364047,0.0083427071616048,0.00583193425819564,0.00832729905865315,0.0149393820883848
"71","E01000122",0.282422841317548,3.22692375420339,0.78946864584004,0.00692383778437191,0.0083170890188434,0.0072893887326877,0.010830728003573,0.016711882799783,0.0130039011703511,0.0185300335779132,0.0161575359757637,0.0113996944411799,0.0123227156475238,0.015769504387005,0.0148683531233867
"72","E01000123",0.319601006612185,3.24765590835903,0.794540778593497,0.00930708258757351,0.00967951366345984,0.00854139290407359,0.0144026186579378,0.0174472895267116,0.0157728706624606,0.0211631834494406,0.0170700339062317,0.0155064703257474,0.0120678242273028,0.0106500764485686,0.0174747723357125
"73","E01000124",0.292758042902023,3.28960970596717,0.804804797922245,0.00509508432005741,0.00775485619635597,0.00688368502316006,0.0114352232265133,0.0133033539441634,0.0143994902835298,0.014089187213398,0.014913588911308,0.0106134578645723,0.0092534174553102,0.00701505478048396,0.0142101573950169
"74","E01000125",0.17670434360916,3.23264497000812,0.790868344388244,0.00701323114742246,0.00846543281600133,0.00882416242198149,0.00868198488137116,0.00844290657439446,0.00868940754039497,0.0109118086696562,0.0103761348897536,0.00721941053885085,0.00807558749899055,0.00588282057397249,0.00867009551800147
"75","E01000126",0.191099383093278,3.23650342549701,0.791812317615339,0.0058361391694725,0.00894988066825776,0.00925531914893617,0.011484422724496,0.00689579684763573,0.00793118856121537,0.00749802683504341,0.00986989681471512,0.00531443755535872,0.00513447432762836,0.00574241181296144,0.0120056497175141
"76","E01000127",0.269263050576995,3.25772452223876,0.797004070437551,0.00776699029126214,0.00485605272285813,0.00413533834586466,0.00629167057939713,0.00342532785280877,0.00572061265916221,0.0129165845000986,0.0104766290582547,0.00492610837438424,0.00463726298433636,0.00370135363790186,0.0086399378701097
"77","E01000128",0.272737665457197,3.23302063849255,0.790960251886615,0.00604764363153625,0.00508965625244695,0.00710051013373776,0.0137485970819304,0.0142039431842273,0.0133418043202033,0.0154001151410478,0.0138770645326068,0.00724250972021041,0.0106485247356356,0.0117549668874172,0.0129323538414448
"78","E01000129",0.297430147707158,3.27155434212471,0.800387543370046,0.00536272025458188,0.00473522742430305,0.00648727929147628,0.00852470424495477,0.00977394343125478,0.0091025142920575,0.0128241342297045,0.00972636493321229,0.00886654995199639,0.00610749185667753,0.00751499842121882,0.00969447708578143
"79","E01000130",0.253189225140611,3.27970004303909,0.802380393514682,0.00689981096408318,0.00960604425256341,0.0114383757506434,0.00867700107243834,0.0110687022900763,0.00951355232453778,0.0106349373486364,0.0110294117647059,0.0133432171979244,0.00997942386831276,0.0136054421768707,0.0121782178217822
"80","E01000131",0.205620568124125,3.29430933993816,0.805954565921007,0.0073056183684119,0.00639578630549285,0.00735414283379637,0.0112320718852601,0.0111006879299562,0.0106038820992092,0.010566762728146,0.0277828886844526,0.024645509790682,0.0300100033344448,0.0221560230869484,0.0235542560103964
"81","E01000132",0.193098975207083,3.21026588334303,0.785393288703518,0.00581504408178578,0.0037758346581876,0.00626899696048632,0.00764406115248922,0.00780257666485211,0.0103055505333574,0.00906111432427222,0.00819336337566571,0.0054655475307437,0.00595849599342511,0.00526981450252951,0.0058984621866442
"82","E01000133",0.20914583128426,3.20377586554092,0.783805502329874,0.0118848653667595,0.00811881188118812,0.00967686193191636,0.0139812446717818,0.0110429447852761,0.0106934543097861,0.00928239914316316,0.0123714932915142,0.015206234556168,0.00913589645984012,0.0109714741671654,0.0104183892839425
"83","E01000134",0.217911017807014,3.22131314638798,0.788096007596387,0.00420226922538171,0.00503597122302158,0.0028735632183908,0.00516929439131559,0.0133117690967902,0.00720151610865445,0.00706159278148293,0.00743374272786037,0.00623052959501558,0.00720376359894149,0.00560586459680897,0.00779779510621135
"84","E01000135",0.340032327620576,3.01177407843802,0.736832161027481,0.00415042133065023,0.00454138856395789,0.00466744457409568,0.006653401318244,0.00894527595884004,0.00972750891184823,0.0097533701932037,0.00726561408411346,0.00585254012308435,0.00665421433574597,0.0046871815773385,0.00842435510109226
"85","E01000136",0.179229225687051,3.00257733343881,0.734582172377703,0.0060724106324473,0.00357364822871349,0.00270862891783826,0.00478405315614618,0.00664860871706476,0.0116591928251121,0.00741569889464111,0.0099009900990099,0.00984402965993352,0.00727428326914848,0.00310173697270471,0.00708518701598286
"86","E01000137",0.266326524817882,3.23783480881612,0.792138041266126,0.00631472594089416,0.00794641098049517,0.0110760435895909,0.0130615850580515,0.012392865415798,0.0115793470007593,0.0136246786632391,0.0125694016039482,0.0092092507962886,0.0136695421366954,0.0110622606722451,0.0136322522289702
"87","E01000138",0.407831444425927,3.18150994243487,0.778358132171216,0.00634373653913929,0.0046791733460422,0.00734153263954588,0.0105419868828713,0.0104734732204124,0.0121827028250292,0.0151805626198208,0.011946285315661,0.0103123791518068,0.0109720961439792,0.00912156320249006,0.013953857131531
"88","E01000139",0.271996095371476,3.05034531667782,0.746268635373021,0.00655438480046461,0.00962329330481987,0.00938169461475955,0.0091283863368669,0.0101456277175789,0.0107666738926223,0.0145556127324855,0.0173030056864338,0.0113962264150943,0.00876494023904383,0.00638032990974167,0.0113752255432651
"89","E01000140",0.17524550361325,3.16336504021467,0.773918972006364,0.00925305082472844,0.0137166974413084,0.0106060606060606,0.016340782122905,0.0135635018495684,0.013017141384199,0.0159004067545914,0.0193653376729048,0.0095059772432666,0.0114187838995147,0.0144067796610169,0.00972927241962775
"90","E01000141",0.206733452639772,3.28557536166064,0.803817793400563,0.0207199821122457,0.0202192448233861,0.0186779512622209,0.0225182366000634,0.0206829539144919,0.020256880733945,0.0259500281192255,0.0297199934501392,0.0172607879924953,0.0209249431387415,0.0185336381450033,0.0231651376146789
"91","E01000142",0.267644551317997,3.1990291603121,0.782644218322367,0.00814266239269003,0.00958453311394488,0.0091643028583897,0.0115429011158138,0.0155901239655232,0.0154197400772743,0.0131532045341128,0.0122002524190156,0.011909697358007,0.0097795888127431,0.00629574847347063,0.0114790594128287
"92","E01000143",0.225219953433579,3.24881588267892,0.794824566939701,0.00625926535990776,0.00958972648432288,0.00713595480561956,0.00699897575964493,0.00742354554990721,0.0106079797340089,0.011098286424576,0.00855973204317082,0.0100293965070033,0.0103480714957667,0.00564324133674279,0.0124477861319967
"93","E01000144",0.26782004173126,2.9124140212575,0.712523669173371,0.00557016865232864,0.00566362964786998,0.00723703066781313,0.00497284063958381,0.0071962949768436,0.00788445950924766,0.0108514794183607,0.00933049598952365,0.00866697346218745,0.00749625187406297,0.00655349388077379,0.00694444444444444
"94","E01000145",0.352625769913255,2.88980319206169,0.706991917552873,0.00491510277033065,0.00643145902241823,0.00429011255236461,0.00589008421360074,0.00724366763248902,0.00664915008847659,0.00785964200598347,0.00966842635980782,0.00648143495955384,0.00647249190938511,0.00565442533182549,0.00737020254408473
"95","E01000146",0.205620924677406,3.09523318433606,0.757250476530141,0.00971090523495926,0.00914457691862484,0.0109865719675952,0.0101679424197418,0.0124337766244999,0.0153899560286971,0.0135752190546711,0.0166786484543494,0.0121467526028756,0.00840745704886073,0.00775795190069822,0.0141315233114499
"96","E01000147",0.142652204671092,3.24502332718818,0.793896716182879,0.0177671068427371,0.0171727227476356,0.00869565217391304,0.0218173099976025,0.0187147688838782,0.0212960842683765,0.0205214872042492,0.00754361150400754,0.0218440436880874,0.0181005586592179,0.0103473762010347,0.0288376220053239
"97","E01000148",0.138516044102547,3.20363340508014,0.783770649300914,0.00990643918547056,0.0149003538834047,0.0166641417966975,0.015224789539674,0.0122524337025848,0.0227848101265823,0.026908963830159,0.0224645583424209,0.0207460982108869,0.00962962962962963,0.015004935834156,0.00752870318087709
"98","E01000150",0.122622392297332,3.1862007709806,0.779505745917914,0.00324605063838996,0.0032232070910556,0.00237017884076708,0.0029927319367251,0.00870928409684724,0.00726772736201139,0.0113378684807256,0.00354520131678906,0.00436515467830708,0.0107331271602692,0.007096917276558,0.00518710633567988
