"","area_id","representativeness_norm","h_items","h_items_norm","f_wine_jan","f_wine_feb","f_wine_mar","f_wine_apr","f_wine_may","f_wine_jun","f_wine_jul","f_wine_aug","f_wine_sep","f_wine_oct","f_wine_nov","f_wine_dec"
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,0.00984413453650533,0.00680933852140078,0.00752587017873942,0.0092497430626927,0.0114810562571757,0.00587084148727984,0.00458365164247517,0.0077639751552795,0.0111607142857143,0.00908402725208176,0.0121633362293658,0.0109519797809604
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,0.00189393939393939,0.00197628458498024,0.00269179004037685,0.00572655690765927,0.00575043128234618,0.00935672514619883,0.00260926288323549,0.00138888888888889,0.00455729166666667,0.00759878419452888,0.00837776085300838,0.0209643605870021
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,0.00181818181818182,0.00317460317460317,0.00236220472440945,0.0015625,0.00822122571001495,0.00737265415549598,0.00249584026622296,0.00471698113207547,0.00494233937397035,0.00754716981132075,0.00498504486540379,0.012214983713355
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,0.00481347773766546,0.00657894736842105,0.00423985463355542,0.0102292768959436,0.00692924872355945,0.00607441154138193,0.00794551645856981,0.00903225806451613,0.0102156640181612,0.00517241379310345,0.00721897559298728,0.00897148349887856
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,0.0193171608265948,0.0185092546273137,0.0145113102859582,0.022412970910825,0.0200909780136467,0.0242600679281902,0.0185922974767596,0.0153688524590164,0.0159112825458052,0.0137310606060606,0.0138972809667674,0.0209302325581395
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,0.00640227636492975,0.00484496124031008,0.00412907172350512,0.00807328054649899,0.00614670127031826,0.00474214582098399,0.00865871589609541,0.00874687611567297,0.00872143729286586,0.00732722731057452,0.00963163230821224,0.0147324113048707
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,0.00289855072463768,0.00608272506082725,0.00474833808167141,0.00524109014675052,0.00740095777100566,0.0078003120124805,0.00217509516041327,0.00268528464017186,0.00340136054421769,0.00504731861198738,0.00831873905429072,0.0120682480233042
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,0.0117017719826145,0.0106719367588933,0.0280936454849498,0.00968188105117566,0.0132947976878613,0.00875856816450876,0.00956022944550669,0.012,0.0150119413169567,0.0170025188916877,0.00855784469096672,0.0239838424640242
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,0.0119047619047619,0.00128700128700129,0.00195503421309873,0.00920810313075506,0.00731261425959781,0.0112244897959184,0.00830367734282325,0.013801756587202,0.0056044835868695,0.00437956204379562,0.00378787878787879,0.0230700976042591
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,0.0147890387124837,0.0227913533834586,0.0231062889290737,0.0273180982400841,0.0167044751495154,0.0115384615384615,0.015315739868049,0.0227383863080685,0.0235323259846421,0.025329489291598,0.0225797346881174,0.0266167602412144
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,0.00156494522691706,0.00189125295508274,0.00303448275862069,0.00245248313917842,0.00340451872485299,0.00658111220796315,0.00489715964740451,0.00718390804597701,0.00468457214241099,0.00270839602768583,0.00496060694484972,0.0191186756819772
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,0.00166389351081531,0.00332527206771463,0.00132345156167284,0.00113927655938479,0.00217391304347826,0.00317460317460317,0.00699475393454909,0.00390015600624025,0.00664187035069075,0.00710164225477142,0.00736648250460405,0.0115900772671818
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,0.00271862256456729,0.006563998990154,0.00170794192997438,0.00803701899659036,0.00299677270631627,0.00204918032786885,0.00198807157057654,0.00412147505422994,0.0025894538606403,0.00650304174533249,0.00660211267605634,0.0117848317810302
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,0.00390445567294442,0.00789046182408912,0.0129456706281834,0.0218866272707376,0.00976450315910396,0.00836734693877551,0.0107572242143008,0.0133619661178716,0.0122827346465817,0.0146222583265638,0.0171742209631728,0.0340886503677201
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,0.00203925567167984,0.0029818378964489,0.00153452685421995,0.00817686250757117,0.00377906976744186,0.00236826524570752,0.00293098854249933,0.0073327222731439,0.00909918107370337,0.00500156298843389,0.00712250712250712,0.0128331688055281
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,0.00970873786407767,0.0068073519400953,0.0035810205908684,0.00793147208121827,0.00546623794212219,0.0073882526782416,0.00731552162849873,0.00590796019900498,0.00993753549119818,0.0105465004793864,0.00848256361922714,0.0136798905608755
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,0.0107692307692308,0.0281862745098039,0.00858585858585859,0.0111306385471588,0.0156407669021191,0.0236039147956246,0.00964812712826334,0.0101918465227818,0.0123602118893467,0.0127978817299206,0.0100956429330499,0.0127931769722814
"30","E01000049",0.134766208581011,3.2313870690505,0.79056059823703,0.00319386777387416,0.0028109627547435,0.00889967637540453,0.00417910447761194,0.00277567499369165,0.00306321358952938,0.00293255131964809,0.00186706497386109,0.00411522633744856,0.0027027027027027,0.0109614782336361,0.0160685591858597
"31","E01000050",0.125393804141255,3.32512262363324,0.81349305248145,0.0163517441860465,0.0128865979381443,0.010595542564852,0.0210970464135021,0.0135989879822897,0.0153743315508021,0.017749378771743,0.0165289256198347,0.0095554632322393,0.0236898779612347,0.0157411456055969,0.0251330573625074
"32","E01000052",0.183548863753238,3.33415820011913,0.815703611167074,0.0141287284144427,0.0163903541823662,0.0193493150684932,0.0166051660516605,0.0174035747883349,0.0107243319268636,0.0179806362378976,0.0176073720585815,0.0139206712433257,0.0205941315837434,0.0181455633100698,0.021458535011294
"33","E01000055",0.12947937386299,3.32860262437344,0.814344436549111,0.00230017251293847,0.00470865214832254,0.00758807588075881,0.0100250626566416,0.00789962825278811,0.00680272108843537,0.00412583806085611,0.00308641975308642,0.00430338891877353,0.00436893203883495,0.00911392405063291,0.0143459915611814
"34","E01000057",0.0858003517360965,3.29567324633718,0.806288246360925,0.00338266384778013,0.0090032154340836,0.00467016929363689,0.0124153498871332,0.00537393640841917,0.00688073394495413,0.00651465798045603,0.00112296462661426,0.00537634408602151,0.00956937799043062,0.00269832703723691,0.0134883720930233
"35","E01000058",0.096451961022654,3.2936395268394,0.805790695783277,0.00799360511590727,0.0140208050655812,0.00865460267505901,0.0205479452054795,0.0144041903099083,0.0111317254174397,0.0113590263691684,0.014636696288552,0.00569476082004556,0.00853043815432338,0.0192483959670028,0.0166600555335184
"36","E01000065",0.123163552357399,3.33260028057072,0.815322465304978,0.00481761871988988,0.00552995391705069,0.00799289520426288,0.00597907324364723,0.0133228840125392,0.00441826215022091,0.00789473684210526,0.00615384615384615,0.015884476534296,0.0101404056162246,0.0107361963190184,0.0167883211678832
"37","E01000066",0.173264196767444,3.28853831069503,0.804542680488095,0.0078740157480315,0.00988217407829722,0.00997295469912103,0.0230069555912253,0.011519302615193,0.016382252559727,0.0124718517235406,0.0205233453052848,0.0144265887509131,0.00899479248855926,0.0152671755725191,0.0158499110464176
"38","E01000067",0.173847613834745,3.27247273903993,0.800612229673235,0.00953092879835545,0.0114606741573034,0.00400381315538608,0.00568301410229425,0.00754231052244297,0.00360216129677807,0.00857940941739824,0.00730897009966777,0.00376736519896398,0.00884955752212389,0.00868983957219251,0.0179913009094504
"39","E01000068",0.246742333239814,3.29445854871421,0.805991069928954,0.0130969171871852,0.018910741301059,0.0154076610314573,0.0220770443793647,0.0202404809619238,0.0192860073861305,0.0173359666447224,0.0157263613131512,0.0159817351598174,0.0170693859454666,0.0191115702479339,0.0223810419409441
"40","E01000069",0.19898979185242,3.23956243140695,0.792560705069548,0.00489521187088879,0.00499843798812871,0.00702933985330073,0.0068717277486911,0.00473210196916501,0.00550884314293998,0.00633275762809442,0.00724952878062926,0.00608783881721989,0.00803336938050363,0.0130980534837184,0.0198465202434506
"41","E01000070",0.185937384592308,3.21993104885039,0.787757876684556,0.00182964017076642,0.00557880055788006,0.00557931932304259,0.00985221674876847,0.00408393184058583,0.00666539706722529,0.0067304286220333,0.00864055299539171,0.00892313932265261,0.00504786771105309,0.00326923076923077,0.0175083200694545
"42","E01000071",0.205398608725504,3.23246715055903,0.790824840763625,0.0121755418785122,0.00939932442355706,0.0029810298102981,0.0111298957452804,0.00646625070901872,0.00717865366382229,0.0148302630054455,0.00485995651617854,0.00569304054839085,0.00648055832502493,0.00597560975609756,0.0137904858299595
"43","E01000072",0.112239682241466,3.26419483361162,0.798587035622595,0.00606980273141123,0.00695461200585652,0.00581395348837209,0.00245022970903522,0.00368689733408962,0.00549450549450549,0.010002942041777,0.00563847429519071,0.00544773578481444,0.00602863602110023,0.00977198697068404,0.0249525359370762
"44","E01000073",0.134107655726065,3.21162860023894,0.785726678130856,0.00595632031767042,0.00785994998213648,0.00680482523971544,0.0104311543810848,0.00935785737334624,0.008984375,0.00458333333333333,0.00798934753661784,0.00974989402289106,0.00589022757697456,0.00857031554343592,0.0137722539469264
"45","E01000074",0.132416257945668,3.29581139232657,0.80632204385212,0.00173792144595064,0.00458190148911798,0.0112359550561798,0.00850546780072904,0.00704934541792548,0.00665883274578927,0.00383435582822086,0.0032183908045977,0.00673724735322425,0.00800674252001686,0.0122038765254846,0.0155183116076971
"46","E01000075",0.116508371236365,3.19650124769324,0.782025763129736,0.00186480186480186,0.00263782643102084,0.00426171972925545,0.00345285524568393,0.00535355788534464,0.00483460559796438,0.00429726996966633,0.00323910482921084,0.00437580437580438,0.00258531540847983,0.00201729106628242,0.0115321252059308
"47","E01000076",0.109278593163349,3.26418857350532,0.798585504084196,0.00357653791130186,0.0103054839896945,0.00471221810838102,0.0154320987654321,0.00537092984222894,0.00253991291727141,0.00615595075239398,0.0137630077207116,0.00693107431651906,0.00779980500487488,0.00829562594268477,0.0172148785736243
"48","E01000080",0.091332289110346,3.3327289900914,0.815353954158989,0.00700934579439252,0.0163690476190476,0.00749866095340118,0.021301775147929,0.013869625520111,0.0121561100447857,0.0134146341463415,0.0183847669074196,0.0160583941605839,0.0157303370786517,0.0192307692307692,0.0225563909774436
"49","E01000081",0.0948443180646888,3.28774714705589,0.804349121874874,0.00343878954607978,0.0089086859688196,0.00802568218298555,0.00818330605564648,0.00136147038801906,0.0038109756097561,0.00746775288526816,0.00366032210834553,0.0101960784313725,0.00674662668665667,0.0122914837576822,0.0181136789506558
"50","E01000090",0.08902892747434,3.23212340658796,0.790740743614751,0.00439077936333699,0.00789622109419064,0.00323325635103926,0.00590551181102362,0.00229568411386593,0.00104275286757039,0.00315855969677827,0.00877834674469642,0.00320512820512821,0.00308641975308642,0.0109289617486339,0.0146842878120411
"51","E01000091",0.106440763484866,3.21818474409603,0.787330642279698,0.000715051841258491,0.00512820512820513,0.00583468395461912,0.0112896222318715,0.00841467519353753,0.00434201736806947,0.00794438927507448,0.0066340782122905,0.00300525920360631,0.00491898148148148,0.00546097012528108,0.00833333333333333
"52","E01000092",0.183456301795338,3.3022534084112,0.807898086579561,0.00803565399419272,0.00775647592565491,0.00834286483213349,0.010304114490161,0.00865561694290976,0.0087165810186691,0.0118991911224012,0.00879765395894428,0.00950347772191998,0.011767925561029,0.0145426712590892,0.0204537002603198
"53","E01000094",0.130017193462501,3.29421769091884,0.805932143938744,0.005906238464378,0.00573065902578796,0.00524590163934426,0.00900900900900901,0.00433721875847113,0.00350215517241379,0.00787153652392947,0.00646633701027006,0.00722361809045226,0.00557491289198606,0.0116878652457889,0.0130349237579931
"54","E01000095",0.122991112262576,2.95413048726416,0.722729625197156,0.00538668718737976,0.00842945874001775,0.00312825860271116,0.00195078031212485,0.00423239707579838,0.00282685512367491,0.00445053064019172,0.0064540622627183,0.0072463768115942,0.006282722513089,0.0129326740205401,0.0106075216972035
"55","E01000096",0.109930915287378,3.25293315125661,0.79583185892928,0.00362438220757825,0.00793319415448852,0.00169664065151001,0.00977906555595799,0.00282752120640905,0.00289855072463768,0.00276134122287968,0.00359604435121366,0.00419761059089441,0.00285103349964362,0.00914076782449726,0.0103806228373702
"56","E01000098",0.115469636622599,3.28883467045132,0.804615185063133,0.00277932184546971,0.00183374083129584,0.00688298918387414,0.00163309744148067,0.000544365813826892,0.00306372549019608,0.00501113585746102,0.00432632880098887,0.0053475935828877,0.00606060606060606,0.0157377049180328,0.0146433632498819
"57","E01000099",0.146822185501834,3.24734842164134,0.794465551801319,0.00730727073438071,0.00996102208748376,0.00988235294117647,0.0168612191958495,0.00971250971250971,0.00791765637371338,0.0171619924654667,0.00708215297450425,0.00700218818380744,0.010717230008244,0.0091324200913242,0.0207872622733304
"58","E01000102",0.143277599623803,3.29847259694577,0.806973109004894,0.00730897009966777,0.00334168755221387,0.00907590759075908,0.0105355575065847,0.00890688259109312,0.00688599846977812,0.00575657894736842,0.00191387559808612,0.00453514739229025,0.00456273764258555,0.0100083402835696,0.0143884892086331
"59","E01000104",0.0877755723499961,3.31390037307626,0.810747522798898,0.00778642936596218,0.00468933177022274,0.00951474785918173,0.00436205016357688,0.0056980056980057,0.0124293785310734,0.00446428571428571,0.00889877641824249,0.0117073170731707,0.0107784431137725,0.0209545983701979,0.0196850393700787
"60","E01000105",0.0886540246350245,3.2749226082285,0.801211591498338,0.00237906423473434,0.0051948051948052,0.0103896103896104,0.0051622418879056,0.0055045871559633,0.00319233838786911,0.00695047784535187,0.00820419325432999,0.00290697674418605,0.00303720577069096,0.00107411385606874,0.029595015576324
"61","E01000107",0.123498478093114,3.28076061371441,0.802639862705354,0.00525279054497702,0.00141242937853107,0.00254129606099111,0.0065359477124183,0.00555555555555556,0.0102409638554217,0.00316656111462951,0.00678294573643411,0.00693909020817271,0.0108275328692962,0.0142276422764228,0.0174880763116057
"62","E01000109",0.135567346764298,3.16473659750623,0.77425452424129,0.00620017714791851,0.0033003300330033,0.0026890756302521,0.00961868773617314,0.00202634245187437,0.00469851213782302,0.00396982929734021,0.00222551928783383,0.0101920815366523,0.00445269016697588,0.00334448160535117,0.0110560426991994
"63","E01000111",0.0850715925804435,3.25408817197906,0.796114435375185,0.00504625735912532,0.00513259195893926,0.00445765230312036,0.00293470286133529,0.00627450980392157,0.00383141762452107,0.00586510263929619,0.00598802395209581,0.00320256204963971,0.00584307178631052,0.00617283950617284,0.0117994100294985
"64","E01000115",0.292766619494879,3.15447371555961,0.771743704609354,0.0105540897097625,0.0139165009940358,0.0136037284292732,0.0183990113964026,0.0140518084066471,0.013136288998358,0.0135576198845092,0.0112736136502133,0.0118722707423581,0.0136337543053961,0.020422149122807,0.0176316416487968
"65","E01000116",0.275661675774703,3.20588555518538,0.784321639045094,0.0132164918833501,0.0214679196370706,0.0227728444571756,0.0234185138817291,0.0239170311838578,0.0183078840760361,0.0216572504708098,0.025800159588616,0.0236663282043271,0.0212432915921288,0.0218880534670008,0.0268888888888889
"66","E01000117",0.30231988672071,3.20330622453256,0.783690604402578,0.0104647237537977,0.012683977503889,0.0153181687302044,0.0180297728485855,0.0183573853989813,0.0141125590394355,0.0186623391677292,0.0135091461443992,0.0189793336145086,0.0139743206927441,0.0145176695319962,0.024449190647482
"67","E01000118",0.319172414577268,3.22758685069503,0.789630872756196,0.012992506647329,0.0145411672234231,0.0189630603967993,0.0198949986184029,0.0180142217540163,0.0146067415730337,0.0159120093797108,0.0167032116600026,0.0171810762717064,0.0163492858932598,0.0154299821697984,0.024090694378838
"68","E01000119",0.243924685689389,3.19564548232359,0.781816399668126,0.0124602980698754,0.0142915475704369,0.0147660154475239,0.0201342281879195,0.0160346441947566,0.0143162124827326,0.0201929260450161,0.0125906664841932,0.0139916588187811,0.0161357054199421,0.0160220994475138,0.0278850796716562
"69","E01000120",0.303055183958819,3.15177575626535,0.771083647405399,0.0100603621730382,0.0129561649751674,0.0151766004415011,0.0208268573204849,0.0124930076449748,0.0144347178245483,0.0182350718065004,0.0147708894878706,0.0179342092644097,0.0141776937618147,0.0225520982015415,0.0300232939349495
"70","E01000121",0.274133860039398,3.22756616639077,0.789625812329947,0.00722324878212666,0.0101360362763404,0.00944164089207228,0.00878574388727725,0.0119029096001245,0.00883879338306844,0.0137339770268021,0.0107723381744734,0.0101237345331834,0.0111336926747371,0.0121288921071687,0.0154868987094251
"71","E01000122",0.282422841317548,3.22692375420339,0.78946864584004,0.0132294757665678,0.0183235867446394,0.0146829115901281,0.0195399732023225,0.0181226261530114,0.0144343302990897,0.012809352070638,0.016788689724817,0.0231519567516747,0.021622878400372,0.0184965615366374,0.0214765100671141
"72","E01000123",0.319601006612185,3.24765590835903,0.794540778593497,0.0146765533111736,0.0133388419996459,0.0159203477206105,0.0196399345335516,0.0145475991546665,0.0122440250227236,0.0197382309478573,0.0174792470478195,0.0184069611780455,0.0163450277509038,0.019771181525808,0.0283534334235786
"73","E01000124",0.292758042902023,3.28960970596717,0.804804797922245,0.0130606386795838,0.0152838427947598,0.0173700463201235,0.0169131744727472,0.0146774092811192,0.0124880535202294,0.0160164816907025,0.018685849635933,0.016061699568386,0.013459516298633,0.0132419011586664,0.02421461798254
"74","E01000125",0.17670434360916,3.23264497000812,0.790868344388244,0.00592871086689321,0.00780147730102083,0.00796326852715403,0.00696055684454756,0.00747404844290657,0.00703770197486535,0.00829596412556054,0.00680933852140078,0.00528431080678773,0.00839861099895017,0.00946021146355036,0.011094783247612
"75","E01000126",0.191099383093278,3.23650342549701,0.791812317615339,0.00673400673400673,0.00918854415274463,0.00787234042553192,0.00610873549175321,0.0082092819614711,0.00580875781948168,0.0105235464351486,0.0101689845969792,0.00860432747058079,0.0100244498777506,0.0112113754443533,0.0116525423728814
"76","E01000127",0.269263050576995,3.25772452223876,0.797004070437551,0.0059274399591211,0.00948086483986588,0.00761278195488722,0.00892102544839891,0.00626345664513604,0.0075659715814726,0.00788799053441136,0.00817407322127562,0.00587343690791967,0.00700741962077494,0.00877749576988156,0.0105814969420445
"77","E01000128",0.272737665457197,3.23302063849255,0.790960251886615,0.00398259458662143,0.00681230913789053,0.00606645525989246,0.0074354657687991,0.00635997456010176,0.00592969080897925,0.00431778929188256,0.00774731823599523,0.00487916444308912,0.00769060119795903,0.0048841059602649,0.00826446280991736
"78","E01000129",0.297430147707158,3.27155434212471,0.800387543370046,0.00836820083682008,0.0114045618247299,0.0107181136120043,0.0132219902574809,0.0122310800480507,0.015429871787756,0.0135585560137845,0.0114122681883024,0.0114643926130909,0.0133783154955793,0.0138932743921692,0.0143948296122209
"79","E01000130",0.253189225140611,3.27970004303909,0.802380393514682,0.0110586011342155,0.0143550998381004,0.0105804975693452,0.0139416983523447,0.0125,0.0103213067671872,0.0124249763083079,0.0150505514705882,0.0123901302552155,0.0180041152263374,0.0175554092604784,0.0197029702970297
"80","E01000131",0.205620568124125,3.29430933993816,0.805954565921007,0.00800139154635589,0.0105342362678706,0.0140545840823664,0.0101952652496976,0.00969355847404628,0.0104241552839684,0.0111431316042267,0.0141674333026679,0.0131667792032411,0.0130043347782594,0.014894805436604,0.0199805068226121
"81","E01000132",0.193098975207083,3.21026588334303,0.785393288703518,0.0056274620146314,0.0119236883942766,0.00949848024316109,0.00646805174441396,0.00671384503719833,0.00451997830410414,0.0104106419895894,0.00798852929127407,0.00585594378293968,0.0092459420587631,0.00632377740303541,0.0115862650094797
"82","E01000133",0.20914583128426,3.20377586554092,0.783805502329874,0.00519962859795729,0.00633663366336634,0.0031104199066874,0.0051150895140665,0.00368098159509202,0.00388852883992223,0.00392716886826134,0.00714410175988848,0.00475194829880251,0.00380662352493338,0.00418910831837223,0.0114106168347941
"83","E01000134",0.217911017807014,3.22131314638798,0.788096007596387,0.0061633281972265,0.00992805755395683,0.00662168915542229,0.0104678211424141,0.00895745210251306,0.0109917877447884,0.00823852491173009,0.0105042016806723,0.00623052959501558,0.00470449867685975,0.00747448612907863,0.00900779779510621
"84","E01000135",0.340032327620576,3.01177407843802,0.736832161027481,0.0154068670607471,0.0183719810087387,0.0256095314131303,0.025618704141276,0.0134471468662301,0.0161923750830766,0.014909610486426,0.018792790275255,0.017135272112948,0.018269904272706,0.0220093743631547,0.024111085289333
"85","E01000136",0.179229225687051,3.00257733343881,0.734582172377703,0.0163840513290559,0.0172467371037912,0.0181865084483426,0.0245847176079734,0.0220389066732332,0.0247277386290839,0.0221071778368546,0.0261321214088622,0.0242904627972386,0.0235344458707745,0.0339640198511166,0.0354259350799143
"86","E01000137",0.266326524817882,3.23783480881612,0.792138041266126,0.014018691588785,0.0171406055033822,0.0156612874411957,0.018361938414942,0.0168519805420431,0.0164515312579094,0.0165167095115681,0.0148827884022209,0.0160642570281124,0.0155275381552754,0.0168061267905262,0.0236464659516733
"87","E01000138",0.407831444425927,3.18150994243487,0.778358132171216,0.0100638289540666,0.0130410294181361,0.0147965941343425,0.014605882589627,0.0120264364910253,0.0135782446347075,0.0131069290660824,0.0106818974537844,0.0116443947922485,0.0127481548723211,0.014655023344285,0.0199793863474193
"88","E01000139",0.271996095371476,3.05034531667782,0.746268635373021,0.0157637102795984,0.0206448429017931,0.0203885646745956,0.0226001177856302,0.0205673269376769,0.0186429655321916,0.0180107329265603,0.0185215272136474,0.0211320754716981,0.0184715682723651,0.0240429505135388,0.0291833372558249
"89","E01000140",0.17524550361325,3.16336504021467,0.773918972006364,0.0160922623038756,0.0193880242680032,0.0137626262626263,0.0195530726256983,0.0146732429099877,0.0158525583193711,0.0170097374584001,0.013506916192026,0.0142589658648999,0.0144162146731373,0.0123728813559322,0.0162154540327129
"90","E01000141",0.206733452639772,3.28557536166064,0.803817793400563,0.0180368189610196,0.016971173365814,0.0205019699401722,0.0226768157310498,0.0215852304275403,0.021651376146789,0.0244235558769181,0.0216145406910103,0.0212382739212007,0.023502653525398,0.024412148922273,0.032262996941896
"91","E01000142",0.267644551317997,3.1990291603121,0.782644218322367,0.0118271250138167,0.0124228712464007,0.0131282275074551,0.0143131973836091,0.0146972974829161,0.0139445029855989,0.0150067726527411,0.0131946303591234,0.0156785889269966,0.0144841637340248,0.0162324117267797,0.0270975372199805
"92","E01000143",0.225219953433579,3.24881588267892,0.794824566939701,0.014412782078735,0.0139259506337558,0.0148665725117074,0.0148514851485149,0.0175905753247801,0.0154369854338189,0.0171357542395454,0.0115370301451433,0.015217015389936,0.017717152712449,0.0184287099903007,0.020718462823726
"93","E01000144",0.26782004173126,2.9124140212575,0.712523669173371,0.0058796224663469,0.00541738488057129,0.0100315276583548,0.00765052406089817,0.00676879230495191,0.00641072875985557,0.0076683787889749,0.00843018497299067,0.0085902745819911,0.0095952023988006,0.0113699170943545,0.0157407407407407
"94","E01000145",0.352625769913255,2.88980319206169,0.706991917552873,0.0112823949955317,0.0164155335048389,0.0281128551960834,0.00983303314997809,0.00901953453593794,0.00868679285752587,0.0081638862126667,0.0102022658520671,0.0117570215545395,0.0129449838187702,0.0108922087970954,0.0136485232297865
"95","E01000146",0.205620924677406,3.09523318433606,0.757250476530141,0.00825985042973546,0.011806922097465,0.0157585173676617,0.0157660230778019,0.00951454211266083,0.00948854431844481,0.0134518079723559,0.0104960460100647,0.00818046603867129,0.012062873157061,0.0144815102146367,0.0180260376098809
"96","E01000147",0.142652204671092,3.24502332718818,0.793896716182879,0.00864345738295318,0.00846192135390742,0.00611045828437133,0.00719251977942939,0.00676437429537768,0.00457980306846806,0.00700144857556736,0.00518623290900519,0.00431800863601727,0.00379888268156425,0.00985464400098546,0.0126441881100266
"97","E01000148",0.138516044102547,3.20363340508014,0.783770649300914,0.00587048248027885,0.00596014155336189,0.00696864111498258,0.00573168547375963,0.0100704934541793,0.00624472573839662,0.0055914730036694,0.00697928026172301,0.00723258469737343,0.00444444444444445,0.0069101678183613,0.0105401844532279
"98","E01000150",0.122622392297332,3.1862007709806,0.779505745917914,0.00346245401428262,0.0094010206822455,0.00904977375565611,0.00790936297563061,0.00748998432328863,0.00491062659595364,0.00535971964543393,0.00835654596100279,0.00740178401973809,0.0109150445697653,0.00931470392548237,0.0103742126713598
