"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_meat_red_jan","f_meat_red_feb","f_meat_red_mar","f_meat_red_apr","f_meat_red_may","f_meat_red_jun","f_meat_red_jul","f_meat_red_aug","f_meat_red_sep","f_meat_red_oct","f_meat_red_nov","f_meat_red_dec","f_meat_red_weight_jan","f_meat_red_weight_feb","f_meat_red_weight_mar","f_meat_red_weight_apr","f_meat_red_weight_may","f_meat_red_weight_jun","f_meat_red_weight_jul","f_meat_red_weight_aug","f_meat_red_weight_sep","f_meat_red_weight_oct","f_meat_red_weight_nov","f_meat_red_weight_dec"
"11","E01000012",0.171411480082022,3.1948081753287,0.781611552057906,2.65820283783549,0.768392941636632,0.0355329949238579,0.0461971830985915,0.0305876039710223,0.0394047947092863,0.0398991057096996,0.0418101328086572,0.0490146538655887,0.0557275541795666,0.0539018503620274,0.0383036935704514,0.048175598631699,0.0401016661959898,0.0381348238440008,0.045085777302219,0.0276987621324958,0.0399650958543593,0.041253867093102,0.0446469426156948,0.0541369683686859,0.0560183970055433,0.0533813263752446,0.0382029343837098,0.048110319499579,0.0372824479748674
"12","E01000013",0.0644720286471075,3.34450270108966,0.818234398937456,2.82999919284284,0.818053225158879,0.0635226179018287,0.0615384615384615,0.0599455040871935,0.0431535269709544,0.0440677966101695,0.0616570327552987,0.0416289592760181,0.0596797671033479,0.0745454545454545,0.069701280227596,0.0540540540540541,0.0623145400593472,0.068860829543775,0.0588582720027871,0.0589279151572426,0.0399872308123468,0.0415531201385904,0.0727090208885258,0.0376409558336291,0.05458249065169,0.0616526510166293,0.0599120076765698,0.0432991239178456,0.0585160845942966
"13","E01000015",0.0768293860817296,3.23754448906091,0.792067014380627,2.81811704201549,0.814618513293689,0.0426579163248564,0.0505836575875486,0.0507996237064911,0.0411099691675231,0.0424799081515499,0.0489236790606654,0.0488922841864018,0.0427018633540373,0.0290178571428571,0.0348221044663134,0.0278019113814075,0.0471777590564448,0.0447650320629394,0.0702541897179746,0.0525974797103606,0.0481005181392157,0.0549732810995275,0.0447499416196386,0.0587744180555888,0.0513095795513987,0.0270412294174295,0.0395858534060303,0.0384906225686939,0.0457717147200329
"14","E01000017",0.0897030804782358,3.165015525276,0.774322764071376,2.62900314822062,0.759952338429574,0.0473484848484848,0.0428194993412385,0.0309555854643338,0.0522548317823908,0.0448533640023002,0.0549707602339181,0.0613176777560339,0.0340277777777778,0.0553385416666667,0.0562310030395137,0.0388423457730388,0.0384346610761705,0.0406046546975822,0.0484439921412864,0.032093309096808,0.0519063251967722,0.0477578634264735,0.0510054187081789,0.0756547324263699,0.0344279549710689,0.0561807913476631,0.0601540861746122,0.0403693972908768,0.0319647362667711
"15","E01000018",0.0766075579282099,3.2458217257092,0.79409204481387,2.73782004818344,0.791407476717777,0.0281818181818182,0.0420634920634921,0.0440944881889764,0.034375,0.0343796711509716,0.0576407506702413,0.0307820299500832,0.0405660377358491,0.0304777594728171,0.0377358490566038,0.0338983050847458,0.0301302931596091,0.0318228854429582,0.0558841015715323,0.0574697324838443,0.0486265113983828,0.0408880802042115,0.0600124957071867,0.0370602969831443,0.0353388210987844,0.0284810377386359,0.0309194516630081,0.0518435296142385,0.0394258018549936
"16","E01000020",0.126694868227285,3.23607710956572,0.791708019191636,2.77061532251689,0.800887436997024,0.0561572402727637,0.0486111111111111,0.0572380375529982,0.0522045855379189,0.0605397520058351,0.0755504935459377,0.0771850170261067,0.0606451612903226,0.0465380249716231,0.0510344827586207,0.0629082158817463,0.0640820249919897,0.0609418556950932,0.0498152969717653,0.0565958964488686,0.0609113260838232,0.0625381198690135,0.0772562589815509,0.0850486340787681,0.0530962013251933,0.0592701694770757,0.0640248261162105,0.0756850806838019,0.0599712297333657
"17","E01000022",0.142549815154741,3.32824051775495,0.814255846968593,2.86987916756512,0.829581123125537,0.0633423180592992,0.0570285142571286,0.0614596670934699,0.0648545541249404,0.0568612585291888,0.0451237263464338,0.0606463036741921,0.0701844262295082,0.0641272902603664,0.0497159090909091,0.0712990936555891,0.0586046511627907,0.0778936973059592,0.0771771810879826,0.0797687029423048,0.06624294500038,0.0663540694035627,0.0605081284430931,0.0691668057705975,0.085483200041154,0.0610220113910279,0.0576797871314626,0.0829224120787743,0.0636790042216708
"18","E01000023",0.183487035851987,3.32373427698727,0.813153392721866,2.85151288466212,0.824272076748074,0.057086964253957,0.0573320413436693,0.0521486465820462,0.0454898307716193,0.0498565769703592,0.0557202133965619,0.0540761313510864,0.0474830417707962,0.0607012035583464,0.0604496253122398,0.0456235214599527,0.0589296452194829,0.0676204065444111,0.0634057129517473,0.0662249594036166,0.0504547102404613,0.0564478600298534,0.0640596048832143,0.0641506638107879,0.0553092566511352,0.0652658511196789,0.0637288814714623,0.0489462711069794,0.0570112720234433
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,2.80044077495585,0.809508926226144,0.0503623188405797,0.045823195458232,0.056980056980057,0.0581761006289308,0.0526774053112756,0.0384815392615705,0.0522022838499184,0.0692803437164339,0.0561224489795918,0.0511041009463722,0.0564798598949212,0.0786516853932584,0.0527788115602026,0.0511273371373611,0.0705974689255683,0.0683133778349287,0.0666526940957008,0.0531224853875338,0.0698626710135694,0.0933054638902836,0.085100792588802,0.0525511770683305,0.0654055075715573,0.0819163665234413
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,2.86050526697746,0.826871458180242,0.0601805416248746,0.0652173913043478,0.0441471571906355,0.0369986168741355,0.0494219653179191,0.0338918507235339,0.0554493307839388,0.0665454545454545,0.0600477652678267,0.0582493702770781,0.0624405705229794,0.0562989144155516,0.06777830245354,0.0759443486626519,0.0512786325630131,0.0402093141516707,0.0540954139425637,0.0375472670234115,0.0624393127366522,0.079798249962974,0.0713561564374926,0.0618621628208182,0.0601996804864463,0.0570137461433647
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,2.77239333064868,0.801401396608832,0.0634920634920635,0.0617760617760618,0.0488758553274682,0.0488029465930018,0.0457038391224863,0.0377551020408163,0.0403321470937129,0.0627352572145546,0.0424339471577262,0.0423357664233577,0.0416666666666667,0.0505767524401065,0.0754424928865505,0.0902809399334473,0.0410266104996781,0.0663308104847451,0.0626266988136793,0.046188349000881,0.046517603590273,0.0846866403160271,0.0537327753938005,0.0732714221696567,0.0390049612123803,0.0528134392476403
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,2.81289206557751,0.813108156387127,0.0667681600695955,0.0573308270676692,0.0576652601969058,0.0640924612555818,0.0556815838317179,0.0655982905982906,0.074693685202639,0.0650366748166259,0.0639088432003963,0.0558072487644152,0.0781823313576065,0.0630068621334997,0.0733308063492604,0.0686195242562454,0.0596660866968756,0.0737092478067404,0.0597397494885673,0.0684249240828119,0.0769897217565331,0.0778525668621367,0.0694170512746535,0.0591281366424506,0.0793551593305819,0.0704926642021498
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,2.72905981619385,0.788875201779202,0.0582159624413146,0.0373522458628842,0.0628965517241379,0.0573267933782955,0.0492107706592386,0.0542941757156959,0.0581129611492001,0.0642959770114943,0.0621486570893192,0.0671080349082155,0.0700320980449373,0.0694800652832828,0.0641181269545334,0.0418693657665833,0.0587522303430118,0.0603706163324063,0.0547262534134823,0.0623725830376577,0.0656446607895996,0.0551930587445664,0.0600685706035068,0.0643014591002773,0.0789491957972596,0.0656638470437846
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,2.79739844745571,0.808629496355714,0.0562950637825846,0.0589480048367594,0.0611434621492853,0.0572486471090857,0.0632850241545894,0.0595238095238095,0.0754434174369223,0.0647425897035881,0.0541976620616366,0.0543719485130936,0.0629220380601596,0.0668971126474177,0.0616862287615609,0.0635858741639457,0.0636789041929089,0.059251532466432,0.0699481609427362,0.0652982304730989,0.09172309220424,0.073725685378288,0.0577081726804975,0.0525662124763944,0.0631979672343896,0.0650904552434872
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,2.83586143428416,0.819747792962947,0.0652469415496149,0.0520070689219894,0.0678906917164816,0.0640526059425231,0.0633932687874597,0.0589708561020037,0.0653854649878507,0.0713665943600868,0.0727401129943503,0.0683868260960772,0.0684419014084507,0.0752708610530317,0.0725896261239273,0.0531803965696092,0.0768992821585431,0.0731224359041159,0.0767280270796739,0.0631823702336498,0.0839774317563981,0.0910450639066317,0.0887937741802085,0.0788180522671021,0.0749358337536724,0.0754533415065413
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,2.84440956228492,0.822218756098829,0.0753330271015158,0.0733348804827106,0.0672750424448217,0.0547165681768439,0.0534175761056864,0.0606122448979592,0.0556844547563805,0.0563111429253162,0.0544611819235226,0.0497562956945573,0.0598441926345609,0.0508845160007951,0.0873248773445056,0.08466286600445,0.0712222926486384,0.0701915204270712,0.0695104026827832,0.0644387982407327,0.0643080626915213,0.0657993752665265,0.0582085317363677,0.0501868947893906,0.0618226625977514,0.0573793910428094
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,2.83073449174905,0.818265774209493,0.0708641345908743,0.0561127676877202,0.0670076726342711,0.0587522713506965,0.0593023255813954,0.0612788632326821,0.0759392486011191,0.0776046440574397,0.0655141037306642,0.0675211003438575,0.0729344729344729,0.0666337611056269,0.0720927289986997,0.0579319379937299,0.0627639008300922,0.0745531173441284,0.0672874760189599,0.0728007906218385,0.0903045923791056,0.0947891124369427,0.071012392627475,0.079315141940236,0.0733232302061692,0.0657062918797358
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,2.8487429055218,0.823471373208973,0.0634101941747573,0.0687542545949626,0.0578931662190391,0.0501269035532995,0.0546623794212219,0.0657554488363502,0.0597964376590331,0.0612562189054726,0.0601930721181147,0.0591243208692873,0.0549795790135093,0.0590971272229822,0.06547087177653,0.0692647862981265,0.0481400329829176,0.0494314626151366,0.0548552971898259,0.0720225026852637,0.0686239441924196,0.0577697986476265,0.0633987206473923,0.063779536320898,0.0567726386964158,0.0530139319317642
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,2.65039693846749,0.766136530691566,0.0338461538461538,0.0680147058823529,0.0328282828282828,0.025776215582894,0.0247225025227043,0.0362694300518135,0.0533484676503973,0.0431654676258993,0.0535609181871689,0.0445719329214475,0.0361317747077577,0.0501066098081023,0.0324518138132678,0.0736801579199031,0.0274686873015564,0.0260485343937339,0.0201078014801708,0.0358271664749987,0.0582574606754465,0.0363277918876842,0.0560013546123296,0.0356870644485988,0.0367963684520484,0.0420599253484931
"30","E01000049",0.134766208581011,3.2313870690505,0.79056059823703,2.79293951776521,0.807340576619167,0.0594059405940594,0.0491918482080112,0.0474649406688242,0.0414925373134328,0.044663133989402,0.038707880813144,0.0501792114695341,0.0492905153099328,0.065843621399177,0.0562162162162162,0.0432195427497651,0.0591858596679165,0.0740389606626662,0.0571351620678975,0.0431267900631097,0.043141553994029,0.0474984201169274,0.0440441355766886,0.0633336869703743,0.0580262521973652,0.0744859754802173,0.0647194744755624,0.0474037879426998,0.059600820039281
"31","E01000050",0.125393804141255,3.32512262363324,0.81349305248145,2.69971025576329,0.780391276190835,0.0552325581395349,0.0511782032400589,0.061746437705517,0.0487149980820867,0.0509171410499684,0.0518048128342246,0.0617678381256656,0.0553359683794466,0.0540091400083091,0.0498923187365398,0.0577175338871884,0.065050266114725,0.0493215835528565,0.0464394707660813,0.0599164496748146,0.0503443668824034,0.0502329139330073,0.0485266783040468,0.0577562028727578,0.0585802868783697,0.0516374768100597,0.0442265221078018,0.0493341816832939,0.0487599197816975
"32","E01000052",0.183548863753238,3.33415820011913,0.815703611167074,2.81780937043968,0.814529576263063,0.0600470957613815,0.0593443858327053,0.0611301369863014,0.0538409929553841,0.0553465036061461,0.0608298171589311,0.0577455048409405,0.0589106467006747,0.0654080854309687,0.0517587023874613,0.0606181455633101,0.068893191352049,0.0611106041568688,0.0644457648177918,0.0690161598314928,0.0585333673726166,0.0601265820999122,0.0645743768240919,0.0728324173294698,0.0721912714664941,0.0679405856388124,0.0554806336301781,0.0716830280780045,0.0669236094587065
"33","E01000055",0.12947937386299,3.32860262437344,0.814344436549111,2.81515657688577,0.813762746955145,0.0632547441058079,0.0718069452619188,0.0672086720867209,0.0726817042606516,0.0659851301115242,0.0580498866213152,0.0484785972150593,0.0632716049382716,0.0446476600322754,0.0567961165048544,0.0683544303797468,0.059915611814346,0.059672952284052,0.0736156598022922,0.075196269694619,0.0671637865735839,0.0638325369874714,0.071334258469009,0.0456769358475972,0.075222924856823,0.0434230311123867,0.0659429832134778,0.0766524166434398,0.0623972086133548
"34","E01000057",0.0858003517360965,3.29567324633718,0.806288246360925,2.74953129794509,0.794792787096095,0.0866807610993657,0.0540192926045016,0.0607122008172796,0.0586907449209932,0.0626959247648903,0.0435779816513761,0.0510314875135722,0.0437956204379562,0.0505376344086022,0.0579479000531632,0.0572045331894226,0.0525581395348837,0.0952069736242499,0.0588190214661464,0.0554084793042415,0.0501668412679936,0.0748559072365388,0.0493836836293129,0.0535209335198762,0.0490485148980223,0.0605157189696669,0.0577133991984032,0.0501692841432575,0.0560172290131306
"35","E01000058",0.096451961022654,3.2936395268394,0.805790695783277,2.76854882572358,0.800290085460379,0.0491606714628297,0.0488466757123474,0.041699449252557,0.04337899543379,0.0528153644696639,0.0626159554730983,0.062474645030426,0.051228437009932,0.0523917995444191,0.0639782861574254,0.0517873510540788,0.0598968663228878,0.0489881881529762,0.0541480079712919,0.0477011466206169,0.0523079691296139,0.0526228914142288,0.0669723652473311,0.0659347012646482,0.0531267352082032,0.0566208738854459,0.0595405214394284,0.0564775887676695,0.0539651227498815
"36","E01000065",0.123163552357399,3.33260028057072,0.815322465304978,2.77252752986062,0.801440188880722,0.0357880247763249,0.0414746543778802,0.0346358792184725,0.0284005979073244,0.0423197492163009,0.053019145802651,0.0690789473684211,0.0284615384615385,0.0620938628158845,0.062402496099844,0.0483128834355828,0.045985401459854,0.0464050361165371,0.0424221992380304,0.0351862956372711,0.0255537705224387,0.0422743874055596,0.0786583217691252,0.120670269763067,0.0276372932195887,0.0744166112884788,0.0974319612447998,0.0560468517852921,0.0438176397463529
"37","E01000066",0.173264196767444,3.28853831069503,0.804542680488095,2.80166467421033,0.80986271245157,0.0511811023622047,0.0492208285822881,0.0515551048005409,0.0556447298020332,0.0624221668742217,0.057679180887372,0.0594145158496449,0.0543868650590046,0.0668371073776479,0.0588606596181158,0.0500621338540742,0.0543425521591461,0.0503694524271642,0.0524058065341589,0.0584454863586822,0.0627993060244719,0.0620298384962356,0.0586186619349873,0.0623004314465374,0.0566300009154846,0.0718581899061736,0.0570564779424491,0.0507317076825654,0.0538826602852358
"38","E01000067",0.173847613834745,3.27247273903993,0.800612229673235,2.75506938303663,0.796393652701214,0.0498972154737432,0.0521348314606742,0.044232602478551,0.0538833929699011,0.0491169977924945,0.0514308585151091,0.0602553870710295,0.0416389811738649,0.041676477513539,0.0521140609636185,0.0525846702317291,0.0472518782127323,0.049419299322783,0.0533764732948434,0.0467782702101044,0.0499451948946466,0.050594591162341,0.043011157177647,0.073417564171459,0.0424560518532682,0.0453266745573966,0.0511807579409596,0.0597971854205071,0.0465956502023534
"39","E01000068",0.246742333239814,3.29445854871421,0.805991069928954,2.74623838560265,0.793840921961748,0.0568204714890187,0.0562279374684821,0.056708752407447,0.0500112637981527,0.0575150300601202,0.0611407468198605,0.0686855387316217,0.0579909573422449,0.0515981735159817,0.051429838173354,0.0568181818181818,0.0611246943765281,0.054237171834834,0.0595948227779141,0.0590947634320983,0.0448283023812866,0.0616996439966745,0.0621608447135739,0.0727185221511659,0.0620267370758717,0.0525340043196942,0.0506378776290902,0.0541213935718482,0.0547928345523738
"40","E01000069",0.19898979185242,3.23956243140695,0.792560705069548,2.83200021643036,0.818631650694661,0.0425271531283463,0.0390502967822555,0.0492053789731051,0.0409031413612565,0.0425889177224851,0.0505943751812119,0.0490788716177317,0.0381325213861099,0.0471082765618206,0.0454194345743859,0.0514826268873931,0.0554379465467055,0.0476084225923904,0.0409702953836076,0.0500224523288379,0.0463794943713472,0.0515058543623779,0.0544749205485076,0.0625261323237081,0.0425692207510747,0.0485289770536676,0.0505168814609946,0.0579305732588735,0.0600103353303615
"41","E01000070",0.185937384592308,3.21993104885039,0.787757876684556,2.76573700522912,0.79947728705751,0.0365928034153283,0.0380553895198247,0.0364515529105449,0.0415982484948002,0.0418250950570342,0.0418967815654161,0.0464045341834927,0.0393625192012289,0.0415737172987224,0.0422976501305483,0.0342307692307692,0.0519461727680509,0.037821777672311,0.0378930444825177,0.0371693111871756,0.0414040451064518,0.0416281536512328,0.0450386920637954,0.0523929414212151,0.0429267236301906,0.0463321961324577,0.0411772580964419,0.0323426486534257,0.0500021314283929
"42","E01000071",0.205398608725504,3.23246715055903,0.790824840763625,2.74252536862885,0.792767619355098,0.04000535188654,0.040828315464826,0.0397018970189702,0.0363482671174979,0.0314237095859331,0.0487606663957741,0.0510948905109489,0.045146438163448,0.0401998373416986,0.0482303090727817,0.0395121951219512,0.0468117408906883,0.0470342780117025,0.0492348686170582,0.0447262415031525,0.0349223282613462,0.0424971440631427,0.0605609280051199,0.0617218121069932,0.0512973850648257,0.0383071994534683,0.0535104354177909,0.0339943546348646,0.0550589974252622
"43","E01000072",0.112239682241466,3.26419483361162,0.798587035622595,2.8596664111394,0.826628974463108,0.0710672736469398,0.0666178623718887,0.0694614443084455,0.048698315467075,0.0740215541690301,0.0644881434355119,0.0714916151809356,0.0709784411276949,0.0728634661218931,0.0614167294649586,0.0745928338762215,0.075942500678058,0.0816339428767096,0.0760811401613659,0.0717997789784681,0.0601884918397823,0.101591259761676,0.0848330440474937,0.0870741513425513,0.081208645571397,0.0735838097480009,0.0621447231501728,0.0745062543652184,0.0776886169999313
"44","E01000073",0.134107655726065,3.21162860023894,0.785726678130856,2.7860549452309,0.805350488855262,0.0605559232296492,0.0443015362629511,0.0541292916795546,0.0486787204450626,0.0603420458212326,0.051953125,0.0645833333333333,0.0745672436750999,0.0635862653666808,0.0672021419009371,0.0607713283989092,0.0607994625461874,0.070474781049931,0.0466996915041236,0.0515274762393535,0.0552653936884378,0.07080834566491,0.0654935736121992,0.0565530696450112,0.0838571870227935,0.0681492161642425,0.0736618177074135,0.0687771442204755,0.0717212707737988
"45","E01000074",0.132416257945668,3.29581139232657,0.80632204385212,2.78880166778876,0.806144469734394,0.0733402850191171,0.0618556701030928,0.0674157303370786,0.0615633859862292,0.0654582074521652,0.0528789659224442,0.0613496932515337,0.0533333333333333,0.0404234841193455,0.0581542351453856,0.0541995692749462,0.048106765983861,0.075609298642033,0.0620859581811788,0.0703632016230499,0.0672306062415298,0.0747871291565833,0.0612176481418497,0.0722711466406205,0.0645188180740151,0.0442001822434678,0.0608982263214666,0.059971896947154,0.049189892165657
"46","E01000075",0.116508371236365,3.19650124769324,0.782025763129736,2.64528550248222,0.76465899433625,0.0496503496503497,0.050382484832498,0.0431185760842316,0.049933598937583,0.0466205665848762,0.0417302798982188,0.0462588473205258,0.0535924617196702,0.0455598455598456,0.0434332988624612,0.0397694524495677,0.046834549305719,0.0504288127038251,0.0468087513614633,0.0435619241594239,0.0453102956311961,0.0488434808326421,0.0439614920897845,0.0435479257017796,0.0666883497128389,0.0378903906860055,0.0389573331866032,0.0386775775889264,0.0429792054033778
"47","E01000076",0.109278593163349,3.26418857350532,0.798585504084196,2.83724793217913,0.820148580736145,0.061516452074392,0.048582995951417,0.0683271625715247,0.0595238095238095,0.0621013763007721,0.0602322206095791,0.0591655266757866,0.0580731789191004,0.058914131690412,0.0545986350341241,0.052790346907994,0.0685521057485398,0.0694050513174342,0.0586532395604302,0.0811027689616967,0.0694127971425052,0.0688428583008718,0.0703153603521702,0.0648023222780812,0.0680617874026242,0.0654244274240507,0.0549061655478316,0.0596830600666931,0.0680926986887464
"48","E01000080",0.091332289110346,3.3327289900914,0.815353954158989,2.80702465552402,0.81141209451908,0.0899532710280374,0.072172619047619,0.082485270487413,0.0727810650887574,0.0963938973647712,0.0850927703134997,0.0914634146341463,0.0597504924491136,0.0474452554744526,0.050936329588015,0.063301282051282,0.0728744939271255,0.107649033499618,0.0908365209873904,0.0892999487833149,0.0794613351627654,0.0836784160927872,0.0781565744191838,0.0977045140199819,0.0624629193983849,0.0538339658088879,0.0584502132860798,0.0724735363496681,0.0769731179046392
"49","E01000081",0.0948443180646888,3.28774714705589,0.804349121874874,2.8517906205496,0.824352360424152,0.063273727647868,0.0638455827765405,0.0409309791332263,0.0564648117839607,0.0388019060585432,0.0388719512195122,0.0604209097080788,0.0475841874084919,0.0588235294117647,0.0487256371814093,0.0790166812993854,0.0599625234228607,0.0721650409249576,0.0739488003906791,0.051599619515427,0.059196584871472,0.0393368014980657,0.0471782865543244,0.101659837846363,0.0590712026081643,0.0803276093186326,0.0484391109359594,0.0867568175807043,0.0711612088360283
"50","E01000090",0.08902892747434,3.23212340658796,0.790740743614751,2.76634256259882,0.799652332393407,0.0482985729967069,0.0473773265651438,0.033256351039261,0.0521653543307087,0.0449954086317723,0.0349322210636079,0.0518003790271636,0.0336503291880029,0.0538461538461538,0.0347222222222222,0.0478142076502732,0.0425844346549192,0.0653121064883036,0.0610134543652549,0.0347427367677785,0.0539073206317586,0.041068527153635,0.0423791009906447,0.0610327175181319,0.0371109176906422,0.0465126695423284,0.0555438476399172,0.0578359026660364,0.0385883115800299
"51","E01000091",0.106440763484866,3.21818474409603,0.787330642279698,2.71794420656792,0.785662070013266,0.0575616732213085,0.0423076923076923,0.0512155591572123,0.0360399478940512,0.0360148098283406,0.0517702070808283,0.0519695465077789,0.0495810055865922,0.0439519158527423,0.0379050925925926,0.0420815933183424,0.0422619047619048,0.0558277093576595,0.0449361193973437,0.0527920757678823,0.0395429256399073,0.0345453124858816,0.0510994255300623,0.0671079187555111,0.0589923567755607,0.0409350055172837,0.0431157847505651,0.0402836207588766,0.0422718957983811
