"","area_id","representativeness_norm","h_items","h_items_norm","f_tea_coffee_jan","f_tea_coffee_feb","f_tea_coffee_mar","f_tea_coffee_apr","f_tea_coffee_may","f_tea_coffee_jun","f_tea_coffee_jul","f_tea_coffee_aug","f_tea_coffee_sep","f_tea_coffee_oct","f_tea_coffee_nov","f_tea_coffee_dec"
"19","E01000024",0.131911636122821,3.14839441104519,0.770256399464198,0.0101449275362319,0.0064882400648824,0.00189933523266857,0.00419287211740042,0.00696560731388768,0.0078003120124805,0.00380641653072322,0.00322234156820623,0.00396825396825397,0.0056782334384858,0.00131348511383538,0.00208073241781107
"20","E01000025",0.1563323462968,3.32812746999791,0.814228189773548,0.00835840855901037,0.00395256916996047,0.00568561872909699,0.00242047026279391,0.00173410404624277,0.00304645849200305,0.00478011472275335,0.00218181818181818,0.00648242920504947,0.00377833753148615,0.00380348652931854,0.00454430699318354
"21","E01000027",0.0797354312103804,3.20552466982912,0.784233348247043,0.00264550264550264,0.0102960102960103,0.00195503421309873,0.000920810313075506,0.00639853747714808,0.00102040816326531,0.00118623962040332,0.00752823086574655,0.00800640512409928,0.00291970802919708,0.00126262626262626,0.00354924578527063
"22","E01000040",0.166847330608398,3.36182530936429,0.822472384442747,0.00869943453675511,0.00469924812030075,0.0054249547920434,0.00367743630154978,0.0047432460301093,0.00405982905982906,0.0030631479736098,0.00537897310513447,0.00445875650235323,0.00658978583196046,0.0087496471916455,0.00457475566645872
"23","E01000041",0.132420421760634,3.25202823043149,0.79561046955884,0.0103286384976526,0.0113475177304965,0.0104827586206897,0.00613120784794605,0.00526152893840916,0.00658111220796315,0.00522363695723147,0.00862068965517241,0.00624609618988132,0.00631959073126693,0.00875401225561716,0.00373047330380042
"24","E01000042",0.139616311688972,3.2545974345961,0.796239026750523,0.00970604547975596,0.00755743651753325,0.0050291159343568,0.00712047849615494,0.00507246376811594,0.00608465608465609,0.00324756432675493,0.00390015600624025,0.00611052072263549,0.00599201065246338,0.00644567219152855,0.00386335908906059
"25","E01000043",0.195247220530023,3.26367633643442,0.798460185007107,0.00589034888989579,0.00732138348901792,0.00491033304867635,0.00511446663419386,0.00668510834485938,0.00432604735883424,0.00375524629997791,0.00585683297180043,0.00847457627118644,0.00650304174533249,0.00572183098591549,0.00741303934613191
"26","E01000044",0.181898991052886,3.39306046819475,0.830114082983767,0.00344510794671566,0.00835460663727083,0.00509337860780985,0.00525279054497702,0.00459506031016657,0.00612244897959184,0.00442944526471209,0.00572655690765927,0.00926998841251448,0.00588952071486596,0.00584277620396601,0.00586364539852912
"27","E01000045",0.135313615717334,3.28585094354399,0.803885214657722,0.00586286005607953,0.00325291406885335,0.00537084398976982,0.00454270139309509,0.00668604651162791,0.00177619893428064,0.00559552358113509,0.00183318056828598,0.00697603882317258,0.00437636761487965,0.00626780626780627,0.00468904244817374
"28","E01000046",0.12062449941238,3.24727756560433,0.794448216833452,0.00485436893203883,0.00578624914908101,0.0035810205908684,0.0050761421319797,0.00353697749196141,0.00591060214259328,0.00477099236641221,0.00217661691542289,0.00823395797842135,0.00255672738894215,0.00911090166509582,0.00766073871409029
"29","E01000048",0.106790531522979,3.2660758655008,0.799047231094026,0.00717948717948718,0.000612745098039216,0.00404040404040404,0.00351493848857645,0.00302724520686176,0.00575705238917674,0.000567536889897843,0.00599520383693046,0.00588581518540318,0.00353045013239188,0.00478214665249734,0.00604122245913291
"30","E01000049",0.134766208581011,3.2313870690505,0.79056059823703,0.00670712232513574,0.00948699929725931,0.00188781014023732,0.00388059701492537,0.00403734544536967,0.00389863547758285,0.00325839035516455,0.00149365197908887,0.00342935528120713,0.00513513513513513,0.00501096147823364,0.00214247455811462
"31","E01000050",0.125393804141255,3.32512262363324,0.81349305248145,0.00872093023255814,0.00810014727540501,0.00401899890390939,0.00805523590333717,0.00790638836179633,0.00200534759358289,0.0017749378771743,0.00251527128997485,0.00830909846281678,0.00466618808327351,0.00437254044599913,0.00680070963926671
"32","E01000052",0.183548863753238,3.33415820011913,0.815703611167074,0.00726059654631083,0.0105501130369254,0.00445205479452055,0.00385776585038578,0.00564440263405456,0.00421940928270042,0.00622406639004149,0.00674675004113872,0.0045766590389016,0.00601421541826135,0.00997008973080758,0.00322684737011939
"33","E01000055",0.12947937386299,3.32860262437344,0.814344436549111,0.00690051753881541,0.00294290759270159,0.0043360433604336,0.00451127819548872,0.00789962825278811,0.00498866213151927,0.00464156781846313,0.00308641975308642,0.00215169445938677,0.00679611650485437,0.0040506329113924,0.00843881856540084
"34","E01000057",0.0858003517360965,3.29567324633718,0.806288246360925,0.00845665961945032,0.00964630225080386,0.00817279626386457,0.00790067720090293,0.00850873264666368,0.0126146788990826,0.00597176981541802,0.00842223469960696,0.00860215053763441,0.00691121743753323,0.0107933081489477,0.00372093023255814
"35","E01000058",0.096451961022654,3.2936395268394,0.805790695783277,0.0103916866506795,0.00814111261872456,0.00826121164437451,0.00228310502283105,0.00523788738542121,0.0102040816326531,0.00283975659229209,0.00418191322530057,0.00531511009870919,0.00659170221015898,0.00687442713107241,0.00357001190003967
"36","E01000065",0.123163552357399,3.33260028057072,0.815322465304978,0.00481761871988988,0.00829493087557604,0.00621669626998224,0.00149476831091181,0.00470219435736677,0.00294550810014728,0.00394736842105263,0.00692307692307692,0.00144404332129964,0.0031201248049922,0.00230061349693252,0.00875912408759124
"37","E01000066",0.173264196767444,3.28853831069503,0.804542680488095,0.00918635170603674,0.0072215887495249,0.00811359026369168,0.0098091671125379,0.00669364881693649,0.00767918088737201,0.00692880651307812,0.00667008722421755,0.00456537618699781,0.0048919046867603,0.00621338540742056,0.00743975416464499
"38","E01000067",0.173847613834745,3.27247273903993,0.800612229673235,0.00373761913660998,0.00651685393258427,0.00648236415633937,0.00399915807198485,0.00625459896983076,0.00240144086451871,0.00379090183559457,0.0035437430786268,0.00376736519896398,0.00393313667649951,0.00668449197860963,0.00612890470541716
"39","E01000068",0.246742333239814,3.29445854871421,0.805991069928954,0.0076566592786621,0.00983358547655068,0.00620586347100364,0.00675827889164226,0.00420841683366733,0.00697578990562167,0.00570550800965547,0.00393159032828779,0.00616438356164384,0.00199512303258701,0.00309917355371901,0.00376151965394019
"40","E01000069",0.19898979185242,3.23956243140695,0.792560705069548,0.00994339911274285,0.00890346766635427,0.00550122249388753,0.00572643979057592,0.00503739887040147,0.00463902580458104,0.00431778929188256,0.00434971726837756,0.00521814755761705,0.00417117256295381,0.00563943969437875,0.00436623445355914
"41","E01000070",0.185937384592308,3.21993104885039,0.787757876684556,0.0113844277292133,0.00418410041841004,0.00781104705225962,0.00948731983214742,0.0042247570764681,0.00438011807274805,0.00442791356712717,0.0032642089093702,0.00243358345163253,0.00591818973020017,0.00788461538461538,0.00593257126320359
"42","E01000071",0.205398608725504,3.23246715055903,0.790824840763625,0.0094995986085095,0.0113085621970921,0.0043360433604336,0.00493096646942801,0.144412932501418,0.00744954625490993,0.0488935233460781,0.00562731807136462,0.00557685604740328,0.00884845463609172,0.00597560975609756,0.00898279352226721
"43","E01000072",0.112239682241466,3.26419483361162,0.798587035622595,0.00606980273141123,0.00951683748169839,0.00397796817625459,0.00245022970903522,0.0053885422575156,0.00202429149797571,0.00470726684318917,0.00829187396351575,0.00817160367722165,0.00602863602110023,0.00651465798045603,0.00461079468402495
"44","E01000073",0.134107655726065,3.21162860023894,0.785726678130856,0.0122435473196559,0.00643086816720257,0.00896999690689762,0.0118219749652295,0.00387221684414327,0.0046875,0.0025,0.0066577896138482,0.0076303518440017,0.00401606425702811,0.00623295675886249,0.012428619415519
"45","E01000074",0.132416257945668,3.29581139232657,0.80632204385212,0.00695168578380257,0.00649102710958381,0.0054367524465386,0.00607533414337789,0.00503524672708963,0.0113591852722288,0.00843558282208589,0.00827586206896552,0.00962463907603465,0.00800674252001686,0.00861450107681263,0.00465549348230913
"46","E01000075",0.116508371236365,3.19650124769324,0.782025763129736,0.0048951048951049,0.0065945660775521,0.00526447731260968,0.00531208499335989,0.0033459736783404,0.00356234096692112,0.00556117290192113,0.00176678445229682,0.00540540540540541,0.00413650465356774,0.0031700288184438,0.00753118380795481
"47","E01000076",0.109278593163349,3.26418857350532,0.798585504084196,0.00965665236051502,0.0161943319838057,0.00504880511612252,0.00220458553791887,0.00839207787848271,0.00217706821480406,0.00649794801641587,0.00671366230278617,0.00885637273777436,0.00584985375365616,0.0162141779788839,0.00768521364893944
"48","E01000080",0.091332289110346,3.3327289900914,0.815353954158989,0.00817757009345794,0.00744047619047619,0.0048205677557579,0.00473372781065089,0.00416088765603329,0.00127959053103007,0.00182926829268293,0.00328299409061064,0.0116788321167883,0.00149812734082397,0.0104166666666667,0.0104106419895894
"49","E01000081",0.0948443180646888,3.28774714705589,0.804349121874874,0.00550206327372765,0.00965107646622123,0.007223113964687,0.00572831423895254,0.00884955752212389,0.00990853658536586,0.00950441276306857,0.00366032210834553,0.00705882352941177,0.00449775112443778,0.00877963125548727,0.00749531542785759
"50","E01000090",0.08902892747434,3.23212340658796,0.790740743614751,0.00384193194291987,0.00564015792442188,0.00277136258660508,0.00344488188976378,0.00229568411386593,0.00469238790406674,0.00315855969677827,0.00292611558156547,0.00833333333333333,0.00385802469135802,0.00683060109289617,0.00440528634361234
"51","E01000091",0.106440763484866,3.21818474409603,0.787330642279698,0.0160886664283161,0.00683760683760684,0.00518638573743922,0.00217108119843682,0.00403904409289801,0.00334001336005344,0.00728235683548494,0.00244413407821229,0.0176558978211871,0.00752314814814815,0.00513973658849984,0.00416666666666667
"52","E01000092",0.183456301795338,3.3022534084112,0.807898086579561,0.00952123708555608,0.00629298990194644,0.00518064993608289,0.0113059033989267,0.00675260896255371,0.00539907630260847,0.00788822782271542,0.004720692368214,0.00647338337580056,0.00629447181171319,0.00834290088021431,0.00694186190653279
"53","E01000094",0.130017193462501,3.29421769091884,0.805932143938744,0.005906238464378,0.0111429481056988,0.0039344262295082,0.0074002574002574,0.00677690431011114,0.00431034482758621,0.0059823677581864,0.00684670977558007,0.00439698492462312,0.00418118466898955,0.00171880371261602,0.00516478111165765
"54","E01000095",0.122991112262576,2.95413048726416,0.722729625197156,0.00230858022316275,0.00798580301685892,0.00166840458811262,0.00225090036014406,0.00423239707579838,0.00117785630153121,0.00616227319411161,0.00569476082004556,0.00442834138486312,0.00261780104712042,0.00646633701027006,0.00289296046287367
"55","E01000096",0.109930915287378,3.25293315125661,0.79583185892928,0.014168039538715,0.015866388308977,0.0105191720393621,0.0105034407823252,0.00879673264216148,0.00956521739130435,0.00355029585798816,0.0053940665268205,0.00645786244752987,0.00570206699928724,0.010054844606947,0.00490196078431373
"56","E01000098",0.115469636622599,3.28883467045132,0.804615185063133,0.00833796553640912,0.00916870415647922,0.00393313667649951,0.00217746325530757,0.00217746325530757,0.00735294117647059,0.00334075723830735,0.00618046971569839,0.00601604278074866,0.00727272727272727,0.00852459016393443,0.00897496457250827
"57","E01000099",0.146822185501834,3.24734842164134,0.794465551801319,0.00474972597734746,0.00519705500216544,0.0051764705882353,0.00432338953739732,0.0066045066045066,0.00791765637371338,0.00837170364169108,0.00991501416430595,0.00787746170678337,0.00989282769991756,0.00730593607305936,0.00619195046439629
"58","E01000102",0.143277599623803,3.29847259694577,0.806973109004894,0.00930232558139535,0.00167084377610693,0.00247524752475248,0.00438981562774363,0.00242914979757085,0.0114766641162969,0.00986842105263158,0.0076555023923445,0.00377928949357521,0.00380228136882129,0.00500417014178482,0.00239808153477218
"59","E01000104",0.0877755723499961,3.31390037307626,0.810747522798898,0.00111234705228031,0.0117233294255569,0.00570884871550904,0.00327153762268266,0.00284900284900285,0.00225988700564972,0.00446428571428571,0.00222469410456062,0.00682926829268293,0.00239520958083832,0.00232828870779977,0.00078740157480315
"60","E01000105",0.0886540246350245,3.2749226082285,0.801211591498338,0.00475812846946868,0.00952380952380952,0.0116883116883117,0.0103244837758112,0.0055045871559633,0.00558659217877095,0.00868809730668984,0.00364630811303555,0.0125968992248062,0.00227790432801822,0.0193340494092374,0.00389408099688474
"61","E01000107",0.123498478093114,3.28076061371441,0.802639862705354,0.00984898227183191,0.0105932203389831,0.00444726810673443,0.00726216412490922,0.00740740740740741,0.00421686746987952,0.00506649778340722,0.00872093023255814,0.0107941403238242,0.00618716163959783,0.0040650406504065,0.00238473767885533
"62","E01000109",0.135567346764298,3.16473659750623,0.77425452424129,0.00354295837023915,0.0146157472890146,0.00638655462184874,0.0041222947440742,0.00303951367781155,0.00900548159749413,0.00198491464867011,0.00445103857566766,0.00862406899255194,0.00333951762523191,0.00477783086478739,0.0049561570720549
"63","E01000111",0.0850715925804435,3.25408817197906,0.796114435375185,0.0126156433978133,0.0102651839178785,0.00148588410104012,0.00366837857666911,0.00705882352941177,0.00919540229885058,0.0175953079178886,0.00855431993156544,0.00480384307445957,0.0175292153589316,0.00352733686067019,0.00589970501474926
"64","E01000115",0.292766619494879,3.15447371555961,0.771743704609354,0.00575677620532502,0.00852030673104232,0.00529033883360625,0.00755183303583688,0.00452101661779081,0.0061576354679803,0.00514687421541552,0.00396099939061548,0.00846069868995633,0.00530998851894374,0.00507127192982456,0.00583750297831785
"65","E01000116",0.275661675774703,3.20588555518538,0.784321639045094,0.00718287602355983,0.00648088139987038,0.00343741048410198,0.00316665439281243,0.00515027515168619,0.00373948270489249,0.00437180521926285,0.00390105505807252,0.00445208154338827,0.0039505068574836,0.0050125313283208,0.00540740740740741
"66","E01000117",0.30231988672071,3.20330622453256,0.783690604402578,0.00753910205918758,0.00442742610984803,0.00449179383818025,0.00444813474882866,0.0037669779286927,0.00404028907983839,0.00347745450330358,0.00394286083640359,0.00482014821955775,0.00579277396237683,0.0075772047118752,0.00483363309352518
"67","E01000118",0.319172414577268,3.22758685069503,0.789630872756196,0.00574087503021513,0.00641907381934892,0.00427490956922065,0.00381320806852722,0.00358177508559389,0.0047752808988764,0.00368488638266987,0.00496581968270347,0.00693379149536725,0.00476071160110248,0.00596625977232204,0.0038379782711384
"68","E01000119",0.243924685689389,3.19564548232359,0.781816399668126,0.00610798924993892,0.00598883898189737,0.00533848250795093,0.0027103768714507,0.00444756554307116,0.00527439407258571,0.00488745980707395,0.00615847817161626,0.00430512579039419,0.00593021652185905,0.00718232044198895,0.00374215354901014
"69","E01000120",0.303055183958819,3.15177575626535,0.771083647405399,0.0106639839034205,0.00680198661196286,0.00561074319352465,0.00445549683970573,0.00503449561812419,0.00512199664742038,0.00538548752834467,0.00474393530997305,0.00690515009110962,0.00412442000343702,0.00808830526215625,0.00491760848934518
"70","E01000121",0.274133860039398,3.22756616639077,0.789625812329947,0.00781118763648581,0.0065795323197297,0.00594172228552824,0.00795690012432656,0.00513458845495566,0.00494648070061628,0.00374563009821875,0.00375108204289699,0.00440569928758905,0.00662719802067686,0.00615496017378711,0.00461478294876809
"71","E01000122",0.282422841317548,3.22692375420339,0.78946864584004,0.00692383778437191,0.00714749837556855,0.00364469436634385,0.00580616346583296,0.00553445469343462,0.00832249674902471,0.00360651660241264,0.00504922999242615,0.0076389705018216,0.0054638456172983,0.00450557268200142,0.00516262261228704
"72","E01000123",0.319601006612185,3.24765590835903,0.794540778593497,0.00644336486832012,0.00548899250427905,0.00363893662185384,0.0049645390070922,0.0038334889664324,0.00523980110142758,0.00358876926324678,0.0033321641529288,0.00513163766175814,0.0035643362696675,0.00516686877207782,0.00413487570760522
"73","E01000124",0.292758042902023,3.28960970596717,0.804804797922245,0.00660208109077861,0.00835717512422828,0.00598301595470921,0.0060257463708573,0.00662044844169633,0.00739088881809493,0.00664584302518775,0.00491271164137205,0.00785395881978348,0.0077111812127585,0.010561992590841,0.00598993181673358
"74","E01000125",0.17670434360916,3.23264497000812,0.790868344388244,0.00838695683609283,0.00580961075607934,0.0043762106320396,0.00396676895441958,0.00505190311418685,0.00438061041292639,0.00396113602391629,0.00462062256809339,0.00595415302173266,0.00452232899943471,0.00437236664281739,0.00551065393093314
"75","E01000126",0.191099383093278,3.23650342549701,0.791812317615339,0.00942760942760943,0.00918854415274463,0.00712765957446808,0.00696395846059866,0.00722416812609457,0.0046916890080429,0.00526177321757432,0.00478540451622551,0.00683284828546122,0.00550122249388753,0.00683620453923981,0.00376647834274953
"76","E01000127",0.269263050576995,3.25772452223876,0.797004070437551,0.0106285130301482,0.00959648514279107,0.00742481203007519,0.00713682035871913,0.00694852221569779,0.00369071784462078,0.00709919148097022,0.00587151738429657,0.00701023114816218,0.0078318219291014,0.00687394247038917,0.00427142995825648
"77","E01000128",0.272737665457197,3.23302063849255,0.790960251886615,0.00862895493767977,0.00775193798449612,0.00916861988142837,0.00596240179573513,0.00855063246413681,0.00543554990823098,0.00834772596430628,0.00638515239230376,0.00823358999771289,0.00621163942912076,0.00662251655629139,0.00635139271502908
"78","E01000129",0.297430147707158,3.27155434212471,0.800387543370046,0.00960575166480052,0.00720288115246098,0.00761550177695042,0.00510322430990489,0.00518728841323578,0.00671587944718877,0.00485848257160612,0.0060951886914797,0.0058169085672333,0.00535132619823174,0.00543100726239343,0.00552291421856639
"79","E01000130",0.253189225140611,3.27970004303909,0.802380393514682,0.00718336483931947,0.00982191041554236,0.00524258888571156,0.00419225894511066,0.00524809160305344,0.00457727517501346,0.00410655996630515,0.00562959558823529,0.00413004341840517,0.00534979423868313,0.00779021285933728,0.00584158415841584
"80","E01000131",0.205620568124125,3.29430933993816,0.805954565921007,0.00956688119672987,0.00771256583897667,0.00637359045595686,0.00432002764817695,0.00562851782363977,0.00539180445722502,0.00614793467819404,0.00975160993560258,0.00557056043214045,0.00900300100033345,0.0109849190094954,0.00536062378167641
"81","E01000132",0.193098975207083,3.21026588334303,0.785393288703518,0.0144438191708873,0.00874403815580286,0.00569908814589666,0.00294002352018816,0.00344765015423698,0.00488157656843247,0.00366300366300366,0.0043015157722245,0.0037087643958618,0.00390384220258886,0.00295109612141653,0.00442384663998315
"82","E01000133",0.20914583128426,3.20377586554092,0.783805502329874,0.0042711234911792,0.00831683168316832,0.00760324866079143,0.00664961636828645,0.00521472392638037,0.00550874918988982,0.00428418421992146,0.00522739153162572,0.00399163657099411,0.00628092881614008,0.00398962696987832,0.00413428146188193
"83","E01000134",0.217911017807014,3.22131314638798,0.788096007596387,0.00854461409160947,0.00920863309352518,0.00512243878060969,0.00723701214784182,0.0067180890768848,0.00682248894504106,0.00588466065123578,0.00711053652230123,0.00568874441284031,0.00602763892972655,0.00459968377174069,0.00739446087657973
"84","E01000135",0.340032327620576,3.01177407843802,0.736832161027481,0.00880392403471261,0.00970205738663731,0.00393047964134373,0.00528541226215645,0.00672357343311506,0.00610235031115945,0.00633658445673107,0.00572865725862792,0.00482683721491493,0.00595377072145692,0.00842334080565179,0.00528700906344411
"85","E01000136",0.179229225687051,3.00257733343881,0.734582172377703,0.00882218148487626,0.00699192044748291,0.00670708112988521,0.00504983388704319,0.00554050726422064,0.0076873798846893,0.00559675388274801,0.00535627333225126,0.00434671439529532,0.00456425616887748,0.00883995037220844,0.00494315373208107
"86","E01000137",0.266326524817882,3.23783480881612,0.792138041266126,0.00719878757261935,0.00643593616602088,0.00565711903769428,0.00574204946996466,0.00608061153578874,0.00613768666160466,0.00584832904884319,0.00454966070326959,0.00581636892397175,0.00510948905109489,0.00808395972202525,0.00600852823362192
"87","E01000138",0.407831444425927,3.18150994243487,0.778358132171216,0.00614794220151153,0.00688878298167324,0.00420056764427625,0.00422484207137971,0.00379211961428726,0.00437521216007242,0.00324738839547713,0.00440355772584583,0.0058436815193572,0.00390732920235229,0.00708974580667474,0.00408308887655593
"88","E01000139",0.271996095371476,3.05034531667782,0.746268635373021,0.0106197627146768,0.00542852442835993,0.0043584250572505,0.00331272084805654,0.00448616191593623,0.00549172628080064,0.00485187091082849,0.00389926888708367,0.00679245283018868,0.00362187613183629,0.00435729847494553,0.00509923903663607
"89","E01000140",0.17524550361325,3.16336504021467,0.773918972006364,0.00831433552366904,0.00725402268530731,0.00492424242424242,0.00405027932960894,0.00690505548705302,0.00489753834256992,0.00320473314433625,0.00455655004068348,0.00921791732680398,0.00499571795603768,0.00542372881355932,0.00394811054709532
"90","E01000141",0.206733452639772,3.28557536166064,0.803817793400563,0.00640977863904002,0.00527811611855461,0.00576389902232599,0.00483666349508405,0.00347029428095502,0.00447706422018349,0.00313328512894673,0.00483052235140003,0.00630393996247655,0.00583775587566338,0.00645003265839321,0.00504587155963303
"91","E01000142",0.267644551317997,3.1990291603121,0.782644218322367,0.00585829556759147,0.00913204442616207,0.00530947705287657,0.00496344747979992,0.00580337213694585,0.00656831752722164,0.00520424894845655,0.00504838031131679,0.00610560434176309,0.00570476014076681,0.00652330564721053,0.00556560456379574
"92","E01000143",0.225219953433579,3.24881588267892,0.794824566939701,0.0072475704167353,0.0069212808539026,0.00423697316583662,0.00614544213041994,0.00524489631243444,0.00577897403419886,0.00399538311284738,0.00409378489021213,0.00579284108594155,0.00752587017873942,0.0057314169826294,0.00668337510442774
"93","E01000144",0.26782004173126,2.9124140212575,0.712523669173371,0.00967043168807056,0.0100960354592465,0.00544568644310691,0.00657945069237243,0.00562878517990738,0.0067791614472036,0.00535339651305795,0.00761172041250614,0.00935726338395459,0.00644677661169415,0.00892222660876431,0.011033950617284
"94","E01000145",0.352625769913255,2.88980319206169,0.706991917552873,0.0103328865058088,0.00882028665931643,0.00640993287235653,0.00627951126904542,0.00696326759510235,0.00745348276046973,0.0075046904315197,0.00646538940625185,0.00748630859669397,0.00912515252798557,0.0116659722635557,0.00764317300868046
"95","E01000146",0.205620924677406,3.09523318433606,0.757250476530141,0.0106038620381739,0.00914457691862484,0.0100987681722339,0.0105106820518679,0.0102713806898043,0.0107613978245776,0.00888559792669382,0.011214953271028,0.0126425384234011,0.00974777628853418,0.0112490302560124,0.0106820963614109
"96","E01000147",0.142652204671092,3.24502332718818,0.793896716182879,0.00480192076830732,0.000995520159283226,0.00540540540540541,0.00239750659314313,0.00428410372040586,0.00160293107396382,0.00338000965717045,0.00259311645450259,0.00431800863601727,0.0046927374301676,0.00492732200049273,0.00709849157054126
"97","E01000148",0.138516044102547,3.20363340508014,0.783770649300914,0.00458631443771785,0.0050288694356491,0.00242387517042872,0.00340318825004478,0.00234978180597516,0.0020253164556962,0.00244626943910536,0.00501635768811341,0.0049486105824134,0.00296296296296296,0.00296150049358342,0.00244682853378506
